Temperature,Coffee_Sales
14.9816047538945,150.8002977630034
38.02857225639664,122.53171780414567
29.279757672456203,120.50918141937181
23.946339367881464,117.58090807715197
6.240745617697461,178.48396139221316
6.239780813448106,189.61145765935342
2.3233444867279784,195.92990179178773
34.647045830997406,122.80281792606915
24.04460046972835,131.41934308730907
28.322903111841818,110.48412336673375
0.8233797718320979,201.40888147617335
38.79639408647977,118.46543000352011
33.29770563201687,107.99642347439367
8.493564427131046,184.7123948672275
7.272998688284025,167.83830739352342
7.336180394137353,175.4934808735717
12.169689718381509,158.87191911479084
20.990257265289515,129.681573163424
17.27780074568463,136.61446364266467
11.649165607921677,165.94405056011274
24.47411578889518,112.53292932342801
5.579754426081673,187.87313031976984
11.685785941408726,161.77225685071687
14.654473731747668,153.36895631034258
18.24279936868144,142.8601011170996
31.407038455720546,101.47279769570251
7.986951286334389,164.90869018413096
20.569377536544465,140.6530927351933
23.6965827544817,125.40125830814648
1.858016508799909,203.14018668250594
24.301794076057533,133.84462697304338
6.820964947491661,183.7216524145857
2.6020637194111806,214.3636540040336
37.95542149013333,108.0567405499749
38.625281322982374,124.08728404352414
32.33589392465844,123.67616606413603
12.184550766934827,156.7780444019194
3.906884560255355,205.55236000347566
27.369321060486275,120.87346005872172
17.606099749584054,150.11043383413877
4.881529393791153,184.89778229040797
19.807076404450807,138.03157530862282
1.3755408446087358,220.36551983635925
36.372816083151285,93.5317275952073
10.351199264000677,156.9985224109136
26.50089137415928,100.8645738229627
12.468443043576439,155.4710528174577
20.802720847112433,135.544268535124
21.868411173731186,139.0665819554508
7.394178221021082,180.60159864236948
38.783385110582344,120.6606905519355
31.005312934444582,99.8336651406403
37.579957662567566,93.87345194338302
35.79309401710595,107.28870065158219
23.915999152443405,125.33452991362792
36.87496940092467,107.26969507522969
3.53970008207678,183.22462084090463
7.839314496765808,177.16754084563905
1.8090915564215226,198.97151963819329
13.013213230530575,160.82559849411734
15.547091587579281,148.98720098990538
10.853961270955836,156.78187210535887
33.14950036607718,104.90321242648747
14.270133067743572,142.19642924011563
11.23738038749523,162.17658233470425
21.70784332632994,135.09251555646924
5.636968998990506,180.83441119501902
32.08787923016159,113.87565622232806
2.982025747190833,198.5771827744282
39.47547746402069,101.46921823876954
30.889790771866295,110.13934640353988
7.948627261366896,169.0807518796552
0.22088468494409597,214.2494006510814
32.618457138193364,99.82333371622163
28.274293753904686,130.0268935224705
29.160286721639494,113.34617382099484
30.85081386743783,105.4391300340959
2.9617860693636144,204.64289700734616
14.338629141770905,149.51730360506727
4.634762381005189,192.14215070397356
34.52413703502374,113.12179443125278
24.931925073102317,126.19658226982759
13.235920994105967,150.35563321945716
2.5423340114409454,200.65652698425524
12.439292868626488,155.54270977674489
13.007332881069882,137.07589009001296
29.18424713352256,100.9106111613178
25.502298854208526,129.95058076225428
35.48850970305306,120.98342916518723
18.888597006477973,133.2184573945314
4.783769837532068,197.74059298793225
28.5297914889198,116.42717249492875
30.431401944675898,136.12825274506045
22.45108790277985,134.57417971626532
30.83868719818244,110.02650632764656
19.75182385457563,125.05549699431745
20.909313175279763,116.66850058321509
17.101640734341984,142.41515394540627
1.0167650697638075,207.93130851571007
4.315657079732178,184.21801952721296
1.25716742746937,207.41084995649877
25.456416450551217,110.4514483480891
12.574239243053068,170.70061702558496
20.342827646588113,138.1026031087701
36.30265895704372,107.55090891531887
9.971689165954999,179.96418490118415
16.415316921425188,143.68405530309607
30.222045541721947,104.84721607711543
9.151926619664899,183.97405376830633
3.0791963931517197,206.59461802477483
11.590058116550722,152.90803783768587
6.448851490160177,183.11119647774137
37.18790609370292,100.50284618142976
32.32481518257668,98.58020518384443
25.33615026041694,126.74615961922552
34.85842360750871,123.33356719075043
32.14688307596458,98.60392827363842
